139;1993;EDIFICIO RINCON DEL PARQUE TORRE B;AVENIDA 3F No 59N-125;COLOMBIA;Valle del cauca;CALI;L;L%&
140;707;EDIFICIO RINCON DEL PARQUE - TORRRE A;AVENIDA 3F NORTE No 59N-111;COLOMBIA;Valle del cauca;CALI;L;L%&
141;720;EDIFICIO BALCONES DEL PRADO;AVENIDA 3H NORTE No 38N-96;COLOMBIA;Valle del cauca;CALI;L;L%&
142;1254;EDIFICIO Liscano Galindo;AVENIDA 3N No 14N-35;COLOMBIA;Valle del cauca;CALI;L;L%&
143;1717;EDIFICIO CAROLINA ;AVENIDA 4 A NORTE No 23-N 43 /47/49;COLOMBIA;Valle del cauca;CALI;L;L%&
144;1769;EDIFICIO concord;AVENIDA 4 a NORTE No 22 n-30-32;COLOMBIA;Valle del cauca;CALI;L;L%&
145;838;EDIFICIO micay;AVENIDA 4 a NORTE No 49-41;COLOMBIA;Valle del cauca;CALI;L;L%&
146;307;EDIFICIO RIBERAS DE NORMANDIA;AVENIDA 4 A OESTE No 1-155;COLOMBIA;Valle del cauca;CALI;L;L%&
147;2866;CONJUNTO RESIDENCIAL TORRES DE CASALOMA;AVENIDA 4 A OESTE No 3 - 77;COLOMBIA;Valle del cauca;CALI;L;L%&
148;375;EDIFICIO BOSQUES DE NORMANDIA ;AVENIDA 4 A OESTE No 4-03;COLOMBIA;Valle del cauca;CALI;L;L%&
149;390;EDIFICIO TORRES LOMA;AVENIDA 4 A OESTE No 4-43;COLOMBIA;Valle del cauca;CALI;L;L%&
150;2854;EDIFICIO MULTIFAMILIAR WEST POINT;AVENIDA 4 A OESTE No 5 - 207;COLOMBIA;Valle del cauca;CALI;L;L%&
151;2091;CONJUNTO RESIDENCIAL PASEO REAL II ;AVENIDA 4 B No 58N -62;COLOMBIA;Valle del cauca;CALI;L;L%&
152;3035;EDIFICIO NORDIKA;AVENIDA 4 B No 52 NORTE - 53;COLOMBIA;Valle del cauca;CALI;L;L%&
153;2038;EDIFICIO ILSE ;AVENIDA 4 B OESTE No 3 -02;COLOMBIA;Valle del cauca;CALI;L;L%&
154;2599;EDIFICIO  TUBUGA;AVENIDA 4 No 16 N-55;COLOMBIA;Valle del cauca;CALI;L;L%&
155;551;EDIFICIO CHAMBURO;AVENIDA 4 No 47 A -83;COLOMBIA;Valle del cauca;CALI;L;L%&
156;2062;EDIFICIO CUARTA  AVENIA;AVENIDA 4 No 5N -44;COLOMBIA;Valle del cauca;CALI;L;L%&
157;1426;EDIFICIO Paseo Bolivar;AVENIDA 4 No 1D-130;COLOMBIA;Valle del cauca;CALI;L;L%&
158;2291;CLINICA OTORRINOLARINGOLOGIA DE OCCIDENTE;AVENIDA 4 NORTE No 14-38;COLOMBIA;Valle del cauca;CALI;L;L%&
159;2631;EDIFICIO  SAN PAOLO;AVENIDA 4 NORTE No 23 N -80;COLOMBIA;Valle del cauca;CALI;L;L%&
160;2194;CENTRO DE NEGOCIOS 70  NORTE;AVENIDA 4 NORTE No 64 AN -32/44/74 Y CALLE 70 NORTE No 3 C 215-/275;COLOMBIA;Valle del cauca;CALI;L;L%&
161;1199;EDIFICIO SUCRE ;AVENIDA 4 NORTE No 8 N -54 Y 8 N 48 POR LA CALLE 9 No 3 N -37;COLOMBIA;Valle del cauca;CALI;L;L%&
162;2306;EDIFICIO DON SEBAS ;AVENIDA 4 NORTE No 8-53 Y 8-67;COLOMBIA;Valle del cauca;CALI;L;L%&
163;1475;EDIFICIO PALACIO ROSA;AVENIDA 4 NORTE No 10N-09 Y CALLE 12 NORTE No 4N-17;COLOMBIA;Valle del cauca;CALI;L;L%&
